127.0.0.1 - - [24/Jul/2017:13:57:51 +0530] "GET / HTTP/1.1" 404 1081
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/services/jobservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 200 1763
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /BackEndProjectTwo/viewFriend/Elaine HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /BackEndProjectTwo/getimage/Elaine HTTP/1.1" 200 65960
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /BackEndProjectTwo/wall/Elaine HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 200 5210
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/services/jobservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 200 1775
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /BackEndProjectTwo/viewFriend/Elaine HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /BackEndProjectTwo/getimage/Elaine HTTP/1.1" 200 65960
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:17:53 +0530] "GET /BackEndProjectTwo/wall/Elaine HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 200 5210
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/services/jobservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:04 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:05 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:05 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 200 1763
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:05 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:05 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:05 +0530] "GET /BackEndProjectTwo/viewFriend/Elaine HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:05 +0530] "GET /BackEndProjectTwo/getimage/Elaine HTTP/1.1" 200 65960
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:18:05 +0530] "GET /BackEndProjectTwo/wall/Elaine HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:19:14 +0530] "POST /BackEndProjectTwo/saveblogpost HTTP/1.1" 400 1138
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:00 +0530] "GET /BackEndProjectTwo/saveblogpost HTTP/1.1" 405 1117
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:19 +0530] "POST /BackEndProjectTwo/saveblogpost HTTP/1.1" 400 1138
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 200 5210
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/services/jobservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:22 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:24 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:24 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:24 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:24 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:24 +0530] "GET /BackEndProjectTwo/viewFriend/Elaine HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:24 +0530] "GET /BackEndProjectTwo/getimage/Elaine HTTP/1.1" 200 65960
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:24 +0530] "GET /BackEndProjectTwo/wall/Elaine HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:29 +0530] "GET /BackEndProjectTwo/logout HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:29 +0530] "GET /BackEndProjectTwo/getuserdetails HTTP/1.1" 401 51
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 200 1933
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /FrontEndProjectTwo/views/Login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /favicon.ico HTTP/1.1" 404 1092
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:35 +0530] "GET /BackEndProjectTwo/getuserdetails HTTP/1.1" 401 51
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:53 +0530] "POST /BackEndProjectTwo/login HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:55 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:55 +0530] "GET /BackEndProjectTwo/viewFriend/Akshay HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:55 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:21:55 +0530] "GET /BackEndProjectTwo/wall/Akshay HTTP/1.1" 200 3291
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:15 +0530] "POST /BackEndProjectTwo/saveblogpost HTTP/1.1" 400 1138
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 200 5210
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/services/jobservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /BackEndProjectTwo/viewFriend/Akshay HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:18 +0530] "GET /BackEndProjectTwo/wall/Akshay HTTP/1.1" 200 3291
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:27 +0530] "POST /BackEndProjectTwo/saveblogpost HTTP/1.1" 400 1138
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:38 +0530] "GET /BackEndProjectTwo/logout HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:38 +0530] "GET /BackEndProjectTwo/getuserdetails HTTP/1.1" 401 51
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:44 +0530] "POST /BackEndProjectTwo/login HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:44 +0530] "GET /FrontEndProjectTwo/views/Home.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:44 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:44 +0530] "GET /FrontEndProjectTwo/images/students.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:46 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 200 1763
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:46 +0530] "GET /BackEndProjectTwo/viewFriend/Akshay HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:46 +0530] "GET /BackEndProjectTwo/wall/Akshay HTTP/1.1" 200 3291
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:22:53 +0530] "POST /BackEndProjectTwo/saveblogpost HTTP/1.1" 400 1138
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:26:41 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:26:41 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:26:41 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:26:42 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:26:42 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:26:42 +0530] "GET /BackEndProjectTwo/viewFriend/Akshay HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:26:42 +0530] "GET /BackEndProjectTwo/wall/Akshay HTTP/1.1" 200 3291
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:26:49 +0530] "POST /BackEndProjectTwo/saveblogpost HTTP/1.1" 400 1138
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:26:56 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:26:56 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
